,NAME,YEAR,EVENT_TYPE,DEATHS,INJURIES,DAMAGE_PROPERTY,TEMPERATURE,DATE
58165,PUTNAM,1975,Thunderstorm,0.0,0.0,0.0,34.6,11-JAN-75 00:40:00
58166,MERCER,1975,Thunderstorm,0.0,0.0,0.0,34.6,20-MAY-75 17:20:00
58167,MERCER,1975,Thunderstorm,0.0,0.0,0.0,34.6,20-MAY-75 17:36:00
60580,LONOKE,1976,Tornado,50.0,64.0,25000000.0,37.27,29-MAR-76 15:15:00
60564,MADISON,1976,Tornado,30.0,177.0,25000000.0,37.27,29-MAR-76 14:03:00
62801,BOONE,1976,Tornado,0.0,9.0,25000000.0,37.27,13-JUN-76 14:10:00
60334,OAKLAND,1976,Tornado,10.0,55.0,25000000.0,37.27,20-MAR-76 18:15:00
60558,SIMPSON,1976,Tornado,0.0,11.0,2500000.0,37.27,26-MAR-76 23:55:00
62523,HILL,1976,Tornado,0.0,0.0,2500000.0,37.27,26-MAY-76 16:25:00
62637,NEWTON,1976,Tornado,0.0,8.0,2500000.0,37.27,29-MAR-76 16:50:00
62075,TIPPECANOE,1976,Tornado,0.0,6.0,2500000.0,37.27,20-MAR-76 15:20:00
62058,COCKE,1976,Tornado,0.0,10.0,2500000.0,37.27,18-FEB-76 13:07:00
62693,LYCOMING,1976,Tornado,0.0,0.0,2500000.0,37.27,29-JUL-76 12:45:00
59916,ARAPAHOE,1976,Hail,0.0,0.0,0.0,37.27,22-JUN-76 17:10:00
62660,COOK,1976,Hail,0.0,0.0,0.0,37.27,13-JUN-76 18:35:00
62701,ROCKINGHAM,1976,Hail,0.0,0.0,0.0,37.27,29-JUN-76 12:00:00
62683,SCOTT,1976,Hail,0.0,0.0,0.0,37.27,23-JUN-76 14:20:00
62671,RUTLAND,1976,Hail,0.0,0.0,0.0,37.27,29-JUN-76 14:50:00
62669,EDGAR,1976,Hail,0.0,0.0,0.0,37.27,28-JUN-76 04:45:00
62666,MCLEAN,1976,Hail,0.0,0.0,0.0,37.27,27-JUN-76 19:06:00
62664,DU PAGE,1976,Hail,0.0,0.0,0.0,37.27,23-JUN-76 15:03:00
62655,WOODWARD,1976,Hail,0.0,0.0,0.0,37.27,15-JUN-76 17:35:00
62933,TRAVIS,1976,Hail,0.0,0.0,0.0,37.27,12-MAY-76 19:55:00
59914,ROUTT,1976,Thunderstorm,0.0,0.0,0.0,37.27,08-JUN-76 13:05:00
62241,PIERCE,1976,Thunderstorm,0.0,0.0,0.0,37.27,01-MAY-76 02:30:00
62263,DELAWARE,1976,Thunderstorm,0.0,0.0,0.0,37.27,16-FEB-76 19:19:00
62262,TIOGA,1976,Thunderstorm,0.0,0.0,0.0,37.27,11-JUL-76 13:00:00
62256,CLARION,1976,Thunderstorm,0.0,0.0,0.0,37.27,11-JUL-76 02:00:00
62255,COBB,1976,Thunderstorm,0.0,0.0,0.0,37.27,21-MAY-76 11:00:00
62254,TOOMBS,1976,Thunderstorm,0.0,0.0,0.0,37.27,18-MAY-76 20:45:00
62253,GLASCOCK,1976,Thunderstorm,0.0,0.0,0.0,37.27,15-MAY-76 01:00:00
62247,MADISON,1976,Thunderstorm,0.0,0.0,0.0,37.27,14-MAY-76 14:15:00
62246,MADISON,1976,Thunderstorm,0.0,0.0,0.0,37.27,14-MAY-76 13:26:00
64861,PETTIS,1977,Tornado,0.0,24.0,25000000.0,34.1,04-MAY-77 13:45:00
63901,SANDUSKY,1977,Tornado,0.0,18.0,25000000.0,34.1,30-JUN-77 17:15:00
67007,HARRIS,1977,Tornado,10.0,35.0,25000000.0,34.1,13-DEC-77 08:05:00
66486,CHIPPEWA,1977,Tornado,0.0,20.0,25000000.0,34.1,30-JUL-77 18:35:00
63822,JEFFERSON,1977,Tornado,220.0,130.0,25000000.0,34.1,04-APR-77 15:00:00
64856,CASS,1977,Tornado,20.0,15.0,25000000.0,34.1,04-MAY-77 11:45:00
65267,WASHINGTON,1977,Tornado,0.0,0.0,2500000.0,34.1,20-AUG-77 19:50:00
65054,CROW WING,1977,Tornado,0.0,11.0,2500000.0,34.1,26-AUG-77 19:00:00
65083,JACKSON,1977,Tornado,0.0,3.0,2500000.0,34.1,20-MAY-77 14:20:00
64122,HAMILTON,1977,Tornado,0.0,17.0,2500000.0,34.1,01-OCT-77 05:10:00
63663,JEFFERSON,1977,Hail,0.0,0.0,0.0,34.1,07-MAY-77 17:40:00
66243,BUFFALO,1977,Hail,0.0,0.0,0.0,34.1,05-JUN-77 00:30:00
66168,JACKSON,1977,Hail,0.0,0.0,0.0,34.1,04-JUL-77 04:30:00
66194,MITCHELL,1977,Hail,0.0,0.0,0.0,34.1,20-APR-77 18:20:00
66195,HASKELL,1977,Hail,0.0,0.0,0.0,34.1,20-APR-77 19:15:00
66196,CITRUS,1977,Hail,0.0,0.0,0.0,34.1,12-AUG-77 14:35:00
66197,MARION,1977,Hail,0.0,0.0,0.0,34.1,12-AUG-77 16:30:00
66199,CITRUS,1977,Hail,0.0,0.0,0.0,34.1,12-AUG-77 20:35:00
66216,PASCO,1977,Hail,0.0,0.0,0.0,34.1,08-AUG-77 11:30:00
66222,EL PASO,1977,Hail,0.0,0.0,0.0,34.1,20-APR-77 11:40:00
63665,LARIMER,1977,Thunderstorm,0.0,0.0,0.0,34.1,10-MAY-77 15:55:00
66097,DU PAGE,1977,Thunderstorm,0.0,0.0,0.0,34.1,28-MAR-77 14:40:00
66093,MACOUPIN,1977,Thunderstorm,0.0,0.0,0.0,34.1,28-MAR-77 10:13:00
66092,ST. CLAIR,1977,Thunderstorm,0.0,0.0,0.0,34.1,28-MAR-77 09:00:00
66090,SHAWNEE,1977,Thunderstorm,0.0,0.0,0.0,34.1,11-JUN-77 23:00:00
66086,BOYD,1977,Thunderstorm,0.0,0.0,0.0,34.1,05-DEC-77 04:30:00
66080,SHAWNEE,1977,Thunderstorm,0.0,0.0,0.0,34.1,16-MAY-77 20:30:00
66079,OSAGE,1977,Thunderstorm,0.0,0.0,0.0,34.1,16-MAY-77 20:00:00
66074,DECATUR,1977,Thunderstorm,0.0,0.0,0.0,34.1,16-MAY-77 17:00:00
66073,SCHUYLKILL,1977,Thunderstorm,0.0,0.0,0.0,34.1,17-NOV-77 13:00:00
70334,BOSSIER,1978,Tornado,20.0,266.0,250000000.0,31.72,03-DEC-78 01:50:00
67947,PANOLA,1978,Tornado,0.0,0.0,25000000.0,31.72,12-MAY-78 22:03:00
68360,HAMILTON,1978,Tornado,0.0,1.0,25000000.0,31.72,07-APR-78 20:45:00
68362,POLK,1978,Tornado,0.0,0.0,25000000.0,31.72,07-APR-78 21:35:00
69983,CLAIBORNE,1978,Tornado,0.0,2.0,25000000.0,31.72,17-APR-78 23:00:00
68050,NORMAN,1978,Tornado,30.0,35.0,25000000.0,31.72,05-JUL-78 01:45:00
69945,COAHOMA,1978,Tornado,0.0,0.0,25000000.0,31.72,12-MAY-78 21:25:00
67942,QUITMAN,1978,Tornado,0.0,0.0,25000000.0,31.72,12-MAY-78 21:37:00
70437,SEMINOLE,1978,Tornado,0.0,0.0,2500000.0,31.72,08-JAN-78 17:39:00
69517,ALACHUA,1978,Tornado,0.0,4.0,2500000.0,31.72,04-MAY-78 04:30:00
67389,SALINE,1978,Hail,0.0,0.0,0.0,31.72,07-JAN-78 17:45:00
67392,CASCADE,1978,Hail,0.0,0.0,0.0,31.72,28-JUN-78 17:45:00
69813,KINNEY,1978,Hail,0.0,0.0,0.0,31.72,09-APR-78 22:30:00
69822,MORGAN,1978,Hail,0.0,0.0,0.0,31.72,05-APR-78 14:18:00
69828,ST. CLAIR,1978,Hail,0.0,0.0,0.0,31.72,12-MAY-78 15:00:00
69833,CHAMPAIGN,1978,Hail,0.0,0.0,0.0,31.72,12-MAY-78 17:59:00
69836,NOLAN,1978,Hail,0.0,0.0,0.0,31.72,05-JUN-78 19:25:00
69838,TAYLOR,1978,Hail,0.0,0.0,0.0,31.72,05-JUN-78 20:50:00
69839,MCLENNAN,1978,Hail,0.0,0.0,0.0,31.72,06-JUN-78 16:05:00
69842,NEZ PERCE,1978,Hail,0.0,0.0,0.0,31.72,21-MAY-78 14:17:00
67390,JEFFERSON,1978,Thunderstorm,0.0,0.0,0.0,31.72,10-JUL-78 15:15:00
69724,HAMILTON,1978,Thunderstorm,0.0,0.0,0.0,31.72,12-MAY-78 20:11:00
69754,MOWER,1978,Thunderstorm,0.0,0.0,0.0,31.72,15-JUL-78 21:45:00
69748,PLATTE,1978,Thunderstorm,0.0,0.0,0.0,31.72,24-JUN-78 23:00:00
69740,VOLUSIA,1978,Thunderstorm,0.0,0.0,0.0,31.72,19-JAN-78 14:30:00
69739,MCHENRY,1978,Thunderstorm,0.0,0.0,0.0,31.72,25-AUG-78 19:00:00
69738,GOLDEN VALLEY,1978,Thunderstorm,0.0,0.0,0.0,31.72,18-JUL-78 20:45:00
69737,CARROLL,1978,Thunderstorm,0.0,0.0,0.0,31.72,28-AUG-78 14:30:00
69736,MARSHALL,1978,Thunderstorm,0.0,0.0,0.0,31.72,08-JUL-78 18:50:00
69734,CASS,1978,Thunderstorm,0.0,0.0,0.0,31.72,14-JUL-78 19:35:00
75234,WICHITA,1979,Tornado,420.0,1700.0,250000000.0,30.7,10-APR-79 17:55:00
72600,HARTFORD,1979,Tornado,30.0,500.0,250000000.0,30.7,03-OCT-79 13:00:00
72987,COMANCHE,1979,Tornado,30.0,100.0,25000000.0,30.7,10-APR-79 17:05:00
73013,CALHOUN,1979,Tornado,30.0,26.0,25000000.0,30.7,28-JUN-79 18:25:00
74026,ASHLEY,1979,Tornado,0.0,13.0,25000000.0,30.7,08-APR-79 19:34:00
75229,WILBARGER,1979,Tornado,110.0,67.0,25000000.0,30.7,10-APR-79 15:25:00
74064,LARAMIE,1979,Tornado,10.0,40.0,25000000.0,30.7,16-JUL-79 15:25:00
73056,KOSSUTH,1979,Tornado,20.0,34.0,25000000.0,30.7,28-JUN-79 17:40:00
74339,DALLAS,1979,Tornado,0.0,5.0,25000000.0,30.7,03-MAY-79 13:05:00
74974,POLK,1979,Tornado,10.0,40.0,25000000.0,30.7,08-MAY-79 11:15:00
71047,DENVER,1979,Hail,0.0,0.0,0.0,30.7,15-AUG-79 20:00:00
74059,ADDISON,1979,Hail,0.0,0.0,0.0,30.7,05-JUN-79 14:38:00
74056,CLAY,1979,Hail,0.0,0.0,0.0,30.7,26-JUN-79 23:28:00
74051,CUSTER,1979,Hail,0.0,0.0,0.0,30.7,21-JUN-79 21:30:00
74046,HAMILTON,1979,Hail,0.0,0.0,0.0,30.7,30-AUG-79 12:45:00
74033,COLONIAL HEIGHTS (C),1979,Hail,0.0,0.0,0.0,30.7,24-MAR-79 13:00:00
74031,CHIPPEWA,1979,Hail,0.0,0.0,0.0,30.7,16-JUN-79 05:30:00
74030,COCHISE,1979,Hail,0.0,0.0,0.0,30.7,14-AUG-79 15:00:00
74028,RANDOLPH,1979,Hail,0.0,0.0,0.0,30.7,22-JUL-79 13:25:00
74010,GREENBRIER,1979,Hail,0.0,0.0,0.0,30.7,01-JUL-79 17:00:00
71046,WASHINGTON,1979,Thunderstorm,0.0,0.0,0.0,30.7,08-AUG-79 20:00:00
73696,CLARK,1979,Thunderstorm,0.0,0.0,0.0,30.7,16-JUN-79 16:00:00
73712,ALBANY,1979,Thunderstorm,0.0,0.0,0.0,30.7,30-JUN-79 19:54:00
73711,CAMPBELL,1979,Thunderstorm,0.0,0.0,0.0,30.7,29-JUN-79 21:00:00
73710,CAMPBELL,1979,Thunderstorm,0.0,0.0,0.0,30.7,29-JUN-79 20:30:00
73709,WOOD,1979,Thunderstorm,0.0,0.0,0.0,30.7,20-JUN-79 13:20:00
73707,JEFFERSON,1979,Thunderstorm,0.0,0.0,0.0,30.7,20-JUN-79 13:05:00
73706,BARRON,1979,Thunderstorm,0.0,0.0,0.0,30.7,19-JUN-79 23:10:00
73704,CHIPPEWA,1979,Thunderstorm,0.0,0.0,0.0,30.7,19-JUN-79 22:25:00
73703,ST. CROIX,1979,Thunderstorm,0.0,0.0,0.0,30.7,19-JUN-79 22:15:00
80143,TRAVIS,1980,Tornado,0.0,4.0,250000000.0,34.44,10-AUG-80 13:40:00
77127,CRAWFORD,1980,Tornado,0.0,1.0,250000000.0,34.44,21-JUL-80 12:15:00
76614,HALL,1980,Tornado,30.0,110.0,250000000.0,34.44,03-JUN-80 21:16:00
79046,ARMSTRONG,1980,Tornado,0.0,120.0,250000000.0,34.44,03-JUN-80 10:50:00
79045,WESTMORELAND,1980,Tornado,0.0,0.0,250000000.0,34.44,03-JUN-80 10:35:00
79044,ALLEGHENY,1980,Tornado,0.0,20.0,250000000.0,34.44,03-JUN-80 10:30:00
79978,BLANCO,1980,Tornado,0.0,0.0,25000000.0,34.44,10-AUG-80 17:00:00
81445,BROWARD,1980,Tornado,10.0,33.0,25000000.0,34.44,01-MAR-80 20:00:00
79558,FOUNTAIN,1980,Tornado,0.0,0.0,25000000.0,34.44,02-JUN-80 12:00:00
75791,KALAMAZOO,1980,Tornado,50.0,79.0,25000000.0,34.44,13-MAY-80 13:58:00
75325,RAPIDES,1980,Hail,0.0,0.0,0.0,34.44,13-APR-80 00:30:00
79325,BARNES,1980,Hail,0.0,0.0,0.0,34.44,06-AUG-80 14:01:00
79400,POWHATAN,1980,Hail,0.0,0.0,0.0,34.44,27-APR-80 16:00:00
79399,RICHMOND (C),1980,Hail,0.0,0.0,0.0,34.44,27-APR-80 14:25:00
79397,FAIRFAX,1980,Hail,0.0,0.0,0.0,34.44,09-APR-80 18:55:00
79396,NEWPORT NEWS (C),1980,Hail,0.0,0.0,0.0,34.44,09-APR-80 17:00:00
79395,HAMPTON (C),1980,Hail,0.0,0.0,0.0,34.44,09-APR-80 16:35:00
79386,CLINTON,1980,Hail,0.0,0.0,0.0,34.44,19-AUG-80 12:26:00
79385,DECATUR,1980,Hail,0.0,0.0,0.0,34.44,02-JUL-80 18:10:00
79382,MADISON,1980,Hail,0.0,0.0,0.0,34.44,16-JUN-80 16:00:00
75327,DUNDY,1980,Thunderstorm,0.0,0.0,0.0,34.44,22-JUL-80 00:10:00
79368,ST. JOSEPH,1980,Thunderstorm,0.0,0.0,0.0,34.44,05-JUL-80 05:14:00
79370,ST. JOSEPH,1980,Thunderstorm,0.0,0.0,0.0,34.44,05-JUL-80 05:15:00
79371,ELKHART,1980,Thunderstorm,0.0,0.0,0.0,34.44,22-SEP-80 15:30:00
79372,MIAMI,1980,Thunderstorm,0.0,0.0,0.0,34.44,22-SEP-80 16:10:00
79373,HUNTINGTON,1980,Thunderstorm,0.0,0.0,0.0,34.44,22-SEP-80 17:00:00
79374,GIBSON,1980,Thunderstorm,0.0,0.0,0.0,34.44,22-SEP-80 17:05:00
79375,MUSCATINE,1980,Thunderstorm,0.0,0.0,0.0,34.44,20-AUG-80 18:45:00
79376,BARROW,1980,Thunderstorm,0.0,0.0,0.0,34.44,16-JUN-80 19:40:00
79377,BEN HILL,1980,Thunderstorm,0.0,0.0,0.0,34.44,06-JUL-80 17:10:00
81824,TULSA,1981,Tornado,0.0,7.0,250000000.0,37.28,19-APR-81 20:10:00
81465,RUSSELL,1981,Tornado,20.0,23.0,25000000.0,37.28,01-APR-81 02:15:00
84178,MADISON,1981,Tornado,0.0,32.0,25000000.0,37.28,03-APR-81 22:50:00
85369,GALVESTON,1981,Tornado,0.0,2.0,25000000.0,37.28,31-AUG-81 18:05:00
81848,MORROW,1981,Tornado,40.0,56.0,25000000.0,37.28,13-JUN-81 13:23:00
85219,MCLENNAN,1981,Tornado,0.0,4.0,25000000.0,37.28,13-OCT-81 11:27:00
85145,WASHINGTON,1981,Tornado,30.0,53.0,25000000.0,37.28,04-APR-81 00:04:00
82036,HENNEPIN,1981,Tornado,0.0,23.0,25000000.0,37.28,14-JUN-81 14:49:00
82808,ADAMS,1981,Tornado,0.0,42.0,25000000.0,37.28,03-JUN-81 14:55:00
82038,RAMSEY,1981,Tornado,10.0,60.0,25000000.0,37.28,14-JUN-81 15:00:00
81464,RANKIN,1981,Hail,0.0,0.0,0.0,37.28,18-MAY-81 19:00:00
84379,MONONA,1981,Hail,0.0,0.0,0.0,37.28,14-JUN-81 03:00:00
84397,LINCOLN,1981,Hail,0.0,0.0,0.0,37.28,26-AUG-81 19:35:00
84396,CLEVELAND,1981,Hail,0.0,0.0,0.0,37.28,26-AUG-81 18:37:00
84395,OKLAHOMA,1981,Hail,0.0,0.0,0.0,37.28,26-AUG-81 18:30:00
84394,CLEVELAND,1981,Hail,0.0,0.0,0.0,37.28,26-AUG-81 18:28:00
84389,CHEROKEE,1981,Hail,0.0,0.0,0.0,37.28,21-JUN-81 08:00:00
84388,MIAMI,1981,Hail,0.0,0.0,0.0,37.28,21-JUN-81 08:00:00
84385,DOUGLAS,1981,Hail,0.0,0.0,0.0,37.28,21-JUN-81 07:15:00
84383,SHERIDAN,1981,Hail,0.0,0.0,0.0,37.28,21-JUN-81 06:45:00
81461,DOUGLAS,1981,Thunderstorm,0.0,0.0,0.0,37.28,09-AUG-81 14:17:00
84458,CARBON,1981,Thunderstorm,0.0,0.0,0.0,37.28,25-JUL-81 15:00:00
84447,MCCRACKEN,1981,Thunderstorm,0.0,0.0,0.0,37.28,10-JUL-81 11:32:00
84449,FRANKLIN,1981,Thunderstorm,0.0,0.0,0.0,37.28,13-JUL-81 15:50:00
84450,GWINNETT,1981,Thunderstorm,0.0,0.0,0.0,37.28,18-MAY-81 22:04:00
84453,PENDER,1981,Thunderstorm,0.0,0.0,0.0,37.28,29-JUL-81 17:18:00
84454,CARBON,1981,Thunderstorm,0.0,0.0,0.0,37.28,18-JUL-81 18:42:00
84457,CARBON,1981,Thunderstorm,0.0,0.0,0.0,37.28,25-JUL-81 13:40:00
84462,LARAMIE,1981,Thunderstorm,0.0,0.0,0.0,37.28,06-AUG-81 03:00:00
84401,BEAVER,1981,Thunderstorm,0.0,0.0,0.0,37.28,03-SEP-81 15:30:00
86468,JACKSON,1982,Tornado,0.0,41.0,250000000.0,33.61,11-MAY-82 16:50:00
86048,WILLIAMSON,1982,Tornado,100.0,181.0,250000000.0,33.61,29-MAY-82 14:05:00
89119,ST. CLAIR,1982,Tornado,0.0,0.0,25000000.0,33.61,15-MAR-82 20:50:00
86085,PULASKI,1982,Tornado,10.0,25.0,25000000.0,33.61,02-DEC-82 15:00:00
88859,NESHOBA,1982,Tornado,30.0,35.0,25000000.0,33.61,03-APR-82 00:00:00
88862,KEMPER,1982,Tornado,0.0,0.0,25000000.0,33.61,03-APR-82 00:45:00
92236,SALINE,1982,Tornado,10.0,28.0,25000000.0,33.61,02-DEC-82 14:50:00
86842,HOWELL,1982,Tornado,20.0,28.0,25000000.0,33.61,02-APR-82 18:25:00
86841,OZARK,1982,Tornado,0.0,0.0,25000000.0,33.61,02-APR-82 18:15:00
88858,LEAKE,1982,Tornado,0.0,5.0,25000000.0,33.61,02-APR-82 23:35:00
85978,ARAPAHOE,1982,Hail,0.0,0.0,0.0,33.61,02-JUN-82 16:40:00
90692,MARION,1982,Hail,0.0,0.0,0.0,33.61,08-APR-82 13:10:00
90705,SANGAMON,1982,Hail,0.0,0.0,0.0,33.61,14-SEP-82 13:02:00
90709,MACON,1982,Hail,0.0,0.0,0.0,33.61,17-SEP-82 17:41:00
90711,DOUGLAS,1982,Hail,0.0,0.0,0.0,33.61,28-MAY-82 19:30:00
90716,COWLEY,1982,Hail,0.0,0.0,0.0,33.61,28-MAY-82 21:24:00
90718,SMITH,1982,Hail,0.0,0.0,0.0,33.61,10-MAY-82 17:50:00
90720,PHILLIPS,1982,Hail,0.0,0.0,0.0,33.61,10-MAY-82 18:30:00
90721,PHILLIPS,1982,Hail,0.0,0.0,0.0,33.61,10-MAY-82 19:00:00
90727,REPUBLIC,1982,Hail,0.0,0.0,0.0,33.61,17-JUL-82 19:00:00
85991,PULASKI,1982,Thunderstorm,0.0,0.0,0.0,33.61,02-SEP-82 14:15:00
90622,RANDOLPH,1982,Thunderstorm,0.0,0.0,0.0,33.61,30-MAY-82 14:03:00
90597,KANKAKEE,1982,Thunderstorm,0.0,0.0,0.0,33.61,18-MAY-82 19:54:00
90599,RANDOLPH,1982,Thunderstorm,0.0,0.0,0.0,33.61,20-MAY-82 15:00:00
90600,MORGAN,1982,Thunderstorm,0.0,0.0,0.0,33.61,20-MAY-82 15:14:00
90601,CLARK,1982,Thunderstorm,0.0,0.0,0.0,33.61,20-MAY-82 17:24:00
90602,VERMILION,1982,Thunderstorm,0.0,0.0,0.0,33.61,21-MAY-82 20:07:00
90609,ST. CLAIR,1982,Thunderstorm,0.0,0.0,0.0,33.61,28-MAY-82 21:13:00
90610,ST. CLAIR,1982,Thunderstorm,0.0,0.0,0.0,33.61,28-MAY-82 21:13:00
90611,BOND,1982,Thunderstorm,0.0,0.0,0.0,33.61,28-MAY-82 22:05:00
96273,ONEIDA,1983,Tornado,0.0,0.0,25000000.0,37.46,02-MAY-83 20:30:00
93421,LA SALLE,1983,Tornado,0.0,5.0,25000000.0,37.46,19-MAY-83 23:15:00
95082,ST. CLAIR,1983,Tornado,0.0,3.0,25000000.0,37.46,02-MAY-83 10:20:00
95079,MACOMB,1983,Tornado,0.0,0.0,25000000.0,37.46,02-MAY-83 10:05:00
95664,ST. JOHN THE BAPTIST,1983,Tornado,0.0,25.0,25000000.0,37.46,06-DEC-83 01:05:00
95854,GREENE,1983,Tornado,10.0,19.0,25000000.0,37.46,29-APR-83 20:23:00
97884,WOOD,1983,Tornado,10.0,22.0,25000000.0,37.46,02-MAY-83 10:49:00
95886,CUYAHOGA,1983,Tornado,10.0,25.0,25000000.0,37.46,02-MAY-83 14:55:00
98031,OSCEOLA,1983,Tornado,0.0,0.0,25000000.0,37.46,24-MAR-83 05:10:00
98032,BREVARD,1983,Tornado,0.0,0.0,25000000.0,37.46,24-MAR-83 05:30:00
93104,ARAPAHOE,1983,Hail,0.0,0.0,0.0,37.46,22-JUL-83 16:40:00
98468,BECKHAM,1983,Hail,0.0,0.0,0.0,37.46,13-JUN-83 16:30:00
98535,BARTON,1983,Hail,0.0,0.0,0.0,37.46,02-JUN-83 23:40:00
98565,ASHLEY,1983,Hail,0.0,0.0,0.0,37.46,23-MAY-83 18:00:00
98568,JACKSON,1983,Hail,0.0,0.0,0.0,37.46,20-MAY-83 19:39:00
98570,COMANCHE,1983,Hail,0.0,0.0,0.0,37.46,20-MAY-83 21:27:00
98572,LATIMER,1983,Hail,0.0,0.0,0.0,37.46,21-MAY-83 16:30:00
98573,HARMON,1983,Hail,0.0,0.0,0.0,37.46,22-MAY-83 16:55:00
98574,DUPLIN,1983,Hail,0.0,0.0,0.0,37.46,23-MAY-83 12:30:00
98575,JOHNSTON,1983,Hail,0.0,0.0,0.0,37.46,23-MAY-83 12:45:00
93110,ARAPAHOE,1983,Thunderstorm,0.0,0.0,0.0,37.46,22-JUL-83 16:39:00
98635,GRADY,1983,Thunderstorm,0.0,0.0,0.0,37.46,13-JUN-83 20:18:00
98657,HOT SPRING,1983,Thunderstorm,0.0,0.0,0.0,37.46,18-MAY-83 15:04:00
98656,DALLAS,1983,Thunderstorm,0.0,0.0,0.0,37.46,18-MAY-83 14:24:00
98655,DALLAS,1983,Thunderstorm,0.0,0.0,0.0,37.46,18-MAY-83 14:24:00
98653,HOT SPRING,1983,Thunderstorm,0.0,0.0,0.0,37.46,18-MAY-83 14:01:00
98641,OSAGE,1983,Thunderstorm,0.0,0.0,0.0,37.46,18-JUN-83 21:00:00
98639,MARSHALL,1983,Thunderstorm,0.0,0.0,0.0,37.46,14-JUN-83 03:30:00
98637,MCCLAIN,1983,Thunderstorm,0.0,0.0,0.0,37.46,13-JUN-83 20:30:00
98634,GRADY,1983,Thunderstorm,0.0,0.0,0.0,37.46,13-JUN-83 19:45:00
102915,RAMSEY,1984,Tornado,0.0,0.0,25000000.0,35.43,26-APR-84 20:35:00
104565,BOSSIER,1984,Tornado,0.0,0.0,25000000.0,35.43,02-MAY-84 19:26:00
108084,WAYNE,1984,Tornado,0.0,0.0,25000000.0,35.43,07-JUN-84 18:20:00
108085,LUCAS,1984,Tornado,0.0,0.0,25000000.0,35.43,07-JUN-84 18:30:00
102703,KERSHAW,1984,Tornado,0.0,31.0,25000000.0,35.43,28-MAR-84 17:20:00
102704,LANCASTER,1984,Tornado,0.0,5.0,25000000.0,35.43,28-MAR-84 17:25:00
106998,INDEPENDENCE,1984,Tornado,0.0,3.0,25000000.0,35.43,15-MAR-84 18:41:00
102707,CHESTERFIELD,1984,Tornado,0.0,24.0,25000000.0,35.43,28-MAR-84 17:45:00
102708,DUPLIN,1984,Tornado,0.0,40.0,25000000.0,35.43,28-MAR-84 19:25:00
102709,WAYNE,1984,Tornado,0.0,74.0,25000000.0,35.43,28-MAR-84 19:30:00
101427,HALL,1984,Hail,0.0,0.0,0.0,35.43,25-APR-84 19:20:00
106271,CLOUD,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 02:40:00
106252,MARION,1984,Hail,0.0,0.0,0.0,35.43,03-APR-84 19:15:00
106254,FAYETTE,1984,Hail,0.0,0.0,0.0,35.43,03-APR-84 19:25:00
106265,OSBORNE,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 01:12:00
106266,JEWELL,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 01:30:00
106267,MITCHELL,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 01:30:00
106268,REPUBLIC,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 02:00:00
106269,CLOUD,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 02:13:00
106270,CLOUD,1984,Hail,0.0,0.0,0.0,35.43,09-JUN-84 02:30:00
101426,BALDWIN,1984,Thunderstorm,0.0,0.0,0.0,35.43,26-FEB-84 23:45:00
106260,BANKS,1984,Thunderstorm,0.0,0.0,0.0,35.43,10-NOV-84 18:50:00
106236,LOGAN,1984,Thunderstorm,0.0,0.0,0.0,35.43,20-JUN-84 13:00:00
106237,MAYES,1984,Thunderstorm,0.0,0.0,0.0,35.43,20-JUN-84 18:58:00
106238,JACKSON,1984,Thunderstorm,0.0,0.0,0.0,35.43,15-MAR-84 20:30:00
106239,WABASH,1984,Thunderstorm,0.0,0.0,0.0,35.43,15-MAR-84 20:30:00
106240,WAYNE,1984,Thunderstorm,0.0,0.0,0.0,35.43,15-MAR-84 20:40:00
106241,CRAWFORD,1984,Thunderstorm,0.0,0.0,0.0,35.43,15-MAR-84 20:50:00
106245,ST. CLAIR,1984,Thunderstorm,0.0,0.0,0.0,35.43,03-APR-84 17:40:00
106253,JACKSON,1984,Thunderstorm,0.0,0.0,0.0,35.43,03-APR-84 19:15:00
109363,TRUMBULL,1985,Tornado,100.0,250.0,250000000.0,33.55,31-MAY-85 16:39:00
110672,PORTAGE,1985,Tornado,0.0,0.0,250000000.0,33.55,31-MAY-85 16:30:00
109238,TRUMBULL,1985,Tornado,0.0,0.0,250000000.0,33.55,31-MAY-85 17:11:00
115867,SARASOTA,1985,Tornado,20.0,45.0,25000000.0,33.55,17-MAR-85 03:30:00
109239,LICKING,1985,Tornado,10.0,20.0,25000000.0,33.55,31-MAY-85 17:15:00
109720,BUTLER,1985,Tornado,60.0,80.0,25000000.0,33.55,31-MAY-85 18:34:00
113796,CLAYTON,1985,Tornado,20.0,25.0,25000000.0,33.55,30-MAY-85 21:22:00
109715,CLINTON,1985,Tornado,0.0,0.0,25000000.0,33.55,31-MAY-85 18:24:00
109713,CENTRE,1985,Tornado,0.0,0.0,25000000.0,33.55,31-MAY-85 18:19:00
109548,VENANGO,1985,Tornado,80.0,40.0,25000000.0,33.55,31-MAY-85 15:55:00
108761,THAYER,1985,Hail,0.0,0.0,0.0,33.55,14-JUN-85 15:41:00
